Username,Komentar,Likes,Waktu
@jahriffn,"Here's how you pick a winner.
Leave out personal everything and run a compassion of all feature.
Forget specs, just pit both flagships against each other testing all like features.
Rate who did what best, plus give points for features missing from the other device.

Apple will get lots of points because they do a lot better, but Android will win every time because it does it all just fine, has tons for free, is open, and feature rich even without root. There's a great video out there of a nexus 4 just murdering a much newer iphone. You all should look it up. It's old, but the game has not changed much.",0,2024-04-09T04:48:01Z
@JoseGarcia-oo4mc,Excellent,0,2024-04-08T17:33:33Z
@Tanuvein,"I just couldn't give up the flexibility, options and freedom Android offers over a slightly easier or more convenient device for the basic functions. A lot of the added 'convenience' of apple products vanishes if you know how to use your device anyway and are at least a little tech savvy, or you aren't already deep in the closed ecosystem.",0,2024-04-08T15:20:36Z
@murk959,Also just  FYI I have Samsung s10 e and even which was released in 2019 and I have focus mode,0,2024-04-07T22:19:57Z
@amanimtd3890,"Android is far more better than iOS 

iOS hardware is awesome and durable than all phones on the market
iOS software is a nightmare compared to android 
Want it or not that’s the sad truth",0,2024-04-07T18:27:24Z
@ghostbaleada,"I think that there is another aide to the ""ecosystem"" and that is the option to be able to select what hardware gors into your ecosystem depending on what you need and your budget to make it your own. In that regard Android will have the edge because you can use Samsung products with Googles or Xiaomi and so on.",0,2024-04-07T18:02:25Z
@RedVRCC,"I prefer android as a daily driver because of 3rd party app support and better customization. I hate ads, I hate paying for apps. My solution? YouTube Vanced, AdGuard global DNS adblocking, APKs to get paid apps for free. Not to mention rooting an android is generally easier than jailbreaking an iPhone. 

I keep an iPhone 7 on hand, passed down from my parents, in order to still make use of apple services on the family plan.

It is worth mentioning that a lot of the unique apple features can be obtained on android, especially newer versions, as they provide a lot of interesting functionality to apps. I have an app that enables a knock-off dynamic island and it works surprisingly well. _Oh, and there's a custom launcher that's damn near a 1 to 1 of iOS 17._

Tbh I think that android should win the apps category simply for support of 3rd party apps and APKs and not to mention the level of control you can give certain apps (see aforementioned custom launchers, on screen floating window apps, dynamic island replication). Android apps generally can do more.",0,2024-04-07T08:30:42Z
@kjhajueg_2731,"One domain that Android does not cover at all - professional audio apps. iPhone/iPad have ability to run apps like Garage Band. Android cannot, no android phone is there with low enough in-out audio latency so that this type of apps is possible for them.",1,2024-04-06T20:27:14Z
@theplayernkc,My scale starts with PRICE!,0,2024-04-06T16:05:28Z
@GarySmithsw1ce,oh,0,2024-04-06T04:38:36Z
@arielperez3613,Not being able to put apps wherever I want is my main annoyance with iPhone,0,2024-04-06T02:39:31Z
@user-x5p9l,"iPhone is the world’s best phones. 

Easy",0,2024-04-06T02:09:05Z
@NotYourAwerageJoe,"I use both Android and iOS. Customization is, for me, much easier on my iOS units. The settings menu is organized way more intuitive. I can’t even find some of the settings on Android, which is very very cluttered",0,2024-04-05T23:56:42Z
@torontoross,In a better world we should be able to intergrate Apple products with Android. I currently am on Apple's monopoly of products. Id love a Google Pixel as I am really tired of iPhones.,0,2024-04-05T14:12:54Z
@giuseppecastiglione1709,"Features 
Excitement 
Updates 
Ecosystem
Apps
Customisation 
Ease of use",0,2024-04-05T13:26:29Z
@worldzviralz,iOs vs Android Genuis!!!  iOS.,0,2024-04-05T01:00:10Z
@maluminse6013,I think Marques left out an important category: Value. Android wins this category hands down.,0,2024-04-05T00:06:31Z
@chrvaloandkids4390,I have my first ever iPhone . So I have an iPhone 15 and a Pixel 8. I’m here because I genuinely want to know why people act like the iPhone is so much better because I really can’t tell,0,2024-04-04T23:00:14Z
@Sewagememes,He just said focus modes are a feature on iPhone and not android when it was first on android,73,2024-04-04T20:33:46Z
@ElHolyBoy,"""In the US.""",0,2024-04-04T20:06:25Z
@Brons2,"My wife is from Brazil and so we go down there 2-3x a year.  The status around iPhones in the developing world is something to behold.  It doesn't matter how cool of an Android that you have, people are always going to be looking down on it, since it's not an iPhone.  And Apple charges a lot more down there also.  It's more than just the import duties, Apple stuff is literally twice as expensive down there.  We often end up dragging a suitcase half full of Apple tech down there with us.",0,2024-04-04T16:40:26Z
@nicholaspiscitelli7685,Depends on the phone I have an l g v sixty that I can't do a lot of stuff my samsung does.,0,2024-04-04T04:51:52Z
@nicholaspiscitelli7685,"Stay away from verizon they screwed me good, Ten days of trying to order a phone and always something happened, It was for a trade in for an LGV60.They were supposed to give me a hundred dollar credit and they did everything in their power not to do it. I'm going to boost mobile.",0,2024-04-04T04:50:47Z
@nicholaspiscitelli7685,Apple's boring.,0,2024-04-04T04:44:14Z
@charlessmith7593,Could you tell me how to block butt dialing on an apple phone?,0,2024-04-03T22:15:28Z
@ognjenvesic9515,"Lets discuss price, repairability and custom roms. Or the gaming experience. Or build quality. Or resilience. For people who want very specific things other makers have a lot more to offer than Apple.",0,2024-04-03T17:01:06Z
@beinjar5634,iPhone doesn’t have unnecessary features like the ones Android have,0,2024-04-03T06:21:07Z
@CriscOnSmootH,How does Iphone still not have a damn back button??,0,2024-04-03T04:30:30Z
@jawms,Have downloaded music on one iPhone and want to put it on another? Good luck. Android? Dozens of ways.,0,2024-04-03T03:09:05Z
@MattH-l3i,I went from android to apple and the only thing keeping me to apple is the watch. The apple watch is better but the iphone is boring.,0,2024-04-02T22:58:27Z
@cydneistar,I am super deep into the Samsung ecosystem and I love it - I use to be like this with apple but never really loved it. Amazing video always,0,2024-04-02T22:26:47Z
@ingtech,Apple Updates stips your phone from acting right and I believe thats on purpose to get peoole to buy new Iphones.  Iphones are a huge gank move,0,2024-04-02T13:32:19Z
@oscarm4154,"Let me guess without wasting time on this video... the nswer will be......It¨s up to you :)
- Comeon´people inovate it´s getting boring",0,2024-04-02T09:50:35Z
@tivonutdc,"Ease of use, no back button/feature on iphone!  This is a hunt and figure it out and sometime just start over.  Also, I put apps in Google's column because they cost less and work better, the ones I use.  The app developers raise the prices on iPhone to cover the 30% iPhone takes.  I got my iPhone because Google didn't have an app I needed but I could find an alternative but not as nice.  Then I found out that the iPhone did not have an app I use daily. There were alternatives but didn't work well and stopped working even though I paid a premium which I tried a bunch, all costing ""subscription"".  So started carrying both phones regularly.   I used my iPhone as my main line for 6 months trying to get used to it and like it.

6 months and I switched my main line back to Google for ease of sharing with all people rather than just iPhone users.  I now carry both phones but use mainly the Google.  Sometimes I forget and start gmaps on iPhone and am disappointed as it doesn't have all the features that it has on Google.  Tried iPhone maps, didn't not work as well.  Really hope it starts as I think GMaps needs competition.  I just wish that all the phones would work together but Apple seems to design their systems to work poorly with others, their live photos, their imessages, their Facetime, etc... I try to never use them as I have many friends and family overseas that use mostly Android.  We mainly are now using Whatsapp but I fear for what Facebook will do to it as it is a major competitor to FB messenger, which I refuse to put on a phone.  So far they haven't killed Whatsapp. Fingers crossed they don't.",0,2024-04-01T23:46:33Z
@ChioTB,"WHAT ABOUT BATTRY , WHICH IS BETTER,  LONG LIFE ?",0,2024-04-01T21:54:25Z
@DiFF7Skyns,"iPhone:
> You are in the camera app, you have to open the settings and go to the camera part to adjust the app settings;
> You can't easily access the actions and notifications with just one hand in the latest models;
> You cannot arrange the icons at the bottom of the screen to access them more easily;
> The iOS keyboard is a mess;
> And just to name a few...

How is that OS the easiest to use? I think you mean that people are USED TO it. If at the end of the video you said ""objectively"", then the iPhone is definitely not the easiest one...",1,2024-04-01T21:18:36Z
@UrielTekle,what is the phone that you use in the 50 sec of your video ..ans asap plz..,0,2024-04-01T20:33:08Z
@joy_321-b1q,"I feel iPhone is lame in general, not tech savvy at all.",0,2024-04-01T17:40:02Z
@UXSpecialist,This is old data. Apple is actually harder to develop apps for than Android. I'm an app developer.,1,2024-03-31T17:40:10Z
@Hercules718,Android sounds really complicated. I don't have time for that.,0,2024-03-31T17:07:43Z
@abefromen1,"iphone being the exact same since the iphone x (2017) can be viewed as a pro or a con, depending on the type of user",0,2024-03-31T14:26:52Z
@Max86421,Android Google ecosystem is open 💯,0,2024-03-31T10:50:58Z
@IricAlexis,"TF i phone is ease of use??? that only applied to person who have full apple ecosystem, do that for person who is not trapped and i would like to know their opinion. quick auto bright? crappy dialer? rename photo? set default phone number at multi number? etc",0,2024-03-31T09:45:40Z
@MultiScotty24,I can use my ipad and macbook next to each other and use both screens without a cable. Android can’t do that,0,2024-03-30T17:36:21Z
@MultiScotty24,"If you just want a phone get an android. If you are like me and care about ecosystem, something that keeps its value more and can use it for 10 years. Get an Apple",0,2024-03-30T17:32:34Z
@filipcza,"There can be only one!
But seriously, there just cannot be objectively better one here. 
It's just not like ""Which is faster: a horse or a mouse"", where there is just one clear metric and one clear winner. 
These are VERY complicated machines which can pretty much do the same thing but with different style. 
And that's what it comes down to: Which style of doing things you like better. 
So it truly is a matter of preference and saying ""this one is objectively better"" would be a false statement.",0,2024-03-30T08:32:23Z
@eddiec4536,"What about prices for each system. For my wife and I, it is ease of use.  Great video for sure.  Thank you, Marques.",0,2024-03-30T01:55:50Z
@Soneoak,"Customisation... but I also want to sleep with women, so Iphone wins. Yes, the world is shallow.",0,2024-03-30T01:26:02Z
@xarkinn,"Android is much more user friendly despite IOS is known for that. I just hate the menu wandering simulator experience and lack of back button, also in terms of fluidity and optimization Android is catching up too.",0,2024-03-29T22:15:01Z
@Jaffer2x,"the only point for iphone is the last one, all other are for android",0,2024-03-29T20:58:48Z
@sumechoo,"screw this ""ease of use"" stuff
In cases when it works it's fine, sure
But when it won't work there are no toggles to do something about that. Apple don't accept that something can break on their products while it actually can, and it happens much more over the time.
My favourite ear buds were apple's airpods pro 2, but they won't connect to my working macbook sometimes just before the meeting starts. No apple in my personal life anymore, unless they will admit that something can break and will give a reset button for that",0,2024-03-29T15:16:57Z
@mrjaravazaYT,"This was biased to US experiences, for the rest of the world it's different",1,2024-03-29T12:42:17Z
@lamierda6166,"Been a long time android user and finally switched to iphone15. I have a samsung n20 as a primary phone until green lines slowly crept in and eventually was unusable for the first year. This is unacceptable for a flagship phone. Samsung should recall these defective displays. 

So far what Im liking with iPhone is reliability, ease of use and sophistication. App store installs are  lightning fast. I do liking more face recognition than biometrics. Apps are simply built better in iOs.",0,2024-03-29T07:58:20Z
@abhimanyuashre3705,Did he just say.. imma give a slight edge to apple because I'm in the US? 😂,0,2024-03-29T06:44:21Z
@Crow0036,This did not age well considering the bigger strengths of the iphone is lawsuit worthy,0,2024-03-29T04:35:26Z
@biensur19,Samsumg gave 7 years,0,2024-03-29T03:05:49Z
@RavenOfCen,"I really can't agree with the ""Ease of Use"" section. I'm 2 years into my iPhone experiment (I love my iPad and like macOS, so I wanted to give it a try). While I agree the design has been relatively unchanged, this is very much to its detriment. The UX/UI is frequently opaque, if not actively antagonistic to the user. I just can't recommend it to a normie. Features are often hidden under arcane gestures, clickable elements are often out of reach, going backwards has no universal gesture, and I remember not knowing how to close my keyboard in certain instances during the first few months. I just can't give this one to iPhone. I wanted to like it so bady, but frankly it's the most frustrating phone I've ever owned.",0,2024-03-29T02:44:29Z
@BartoMeister2,"Gestures, navigation and notifications on android cannot be replaced. I went for iPhone 13 just to try it and I had to switch back after 4-5 months, iOS was just a pure everyday torture with how accurate you have to be when navigating, how slow the animations are, how unresponsive some of the gestures are.",0,2024-03-29T01:19:15Z
@lachancala8035,I love this guy,0,2024-03-28T22:44:04Z
@mannyg35,Back button is Plus on Android,0,2024-03-28T22:21:12Z
@edwinbartels9360,Never had an iPhone and probably never will. People with iPhones sometimes asked me for help and I've always found them very confusing and illogical. Started with the older models which only had a home button and no back button or menu button.,0,2024-03-28T19:38:53Z
@yulisapaaz,"Yo uso FaceTime todos los días 😲, también los álbumes compartidos 🙌🏼 y los mensajes.",0,2024-03-28T19:06:48Z
@NoBox.,"I'd honestly argue against iphone getting the ease of use point. Firstly sure, everything is standardized like u can't mess up an iphone home screen, but u can't rly mess up an Android one either.
Small but incredibly important things in terms of usability and ease of use such as gestures not being universal. Like how on iphones u can't swipe from the right in the photos app to go back, but u have to swipe down? Whereas on Android it's universal, if u have gestures then u can always swiper from both right and left side of the screen to go back. 
Or how iphones don't support some smaller languages, like my family could never use an iphone because they don't speak English (they only speak Estonian), so they are always forced to get an android",0,2024-03-28T18:09:01Z
@murk959,"2:19 that is INSANE for me 

I did NOT know that",2,2024-03-28T17:24:45Z
@skyrim2972,"Spoilers alert ‼️ 
Completely fair I’m an android fan but when you said iPhone I wasn’t mad because you was real with it not like intentionally giving them both same points so its a draw",0,2024-03-28T17:20:17Z
@McGaby1203,"so you are comparing hundres of phone models in 10+ brands vs one brand that develops both hardware and software, still they couldn´t win in general",0,2024-03-28T16:45:15Z
@thomaspoon1,switched to S24 Ultra from Iphone 14 pro max. Best switch of my life. I have no idea why people like iphone,11,2024-03-28T15:34:34Z
@Deggery-OneAboveAll,"Customization : 5
Features : 5 
Excitement : 5
Updates : 2
Ease of use : 1
Ecosystem : 1

Ya I think you know which one I like 💀😅",2,2024-03-28T13:56:10Z
@daniell274,Have 2. iPhone solely for banking due to security. Android for pirated apk n jailbrick stuff 😅so yea,0,2024-03-28T13:06:09Z
@thehumanracesucks1017,"Not impossible debate, android is better. Apple is overpriced, crooked, limited, and underpowered.",0,2024-03-28T12:07:39Z
@mohammedsalah-uz2ki,"i dont know , i have a samsung a71 a midrange phone from 2020 and its time to upgrade , had alot of samsung and android phones in my life and really i want to try something else , i was going to buy the s24ultra but theres no changes to the previos s23 ultra , and the 15 pro max is around the same price here in where i live , i dont know should i try the iphone 15 pro max or just wait for another year",0,2024-03-28T11:41:24Z
@CMoDZ3D,Apple products are a logo purchase always has been always will be.,2,2024-03-28T06:30:23Z
@SebazRZ,"USA tiene mayoritariamente usuarios de Apple, es entendible que alguien quiera su mensajeria cotidiana (y la que usan todos sus conocidos)... pero no aplica al resto del mundo en su gran mayoria. Respecto a ecosistema, Samsung tiene un buen ecosistema, pero (y lo digo como alguien que probo y no volveria usar Apple porque no sirve a mis propositos) Apple tiene un ecosistema que le da mil vueltas a cualquier otro, con sus contras de ser cerrado, pero al mismo tiempo es lo que le da su fluidez y es casi magia usarlo.",0,2024-03-28T06:21:04Z
@Wonsztojad,I Wont agree with accesories. Most of headphones are not working good on iphone.,0,2024-03-27T18:03:19Z
@24tommyst,Went from Android to Apple and boy is Apple boring.  I miss my Android but this SE is just too good a deal...,0,2024-03-27T15:48:22Z
@10marcanthony,Appreciated this video😅,0,2024-03-27T12:08:37Z
@MyLifeOfficial,"I'm at 0:00 and I can already tell that he's going to say some sh like ""the real winner is the user"". Let's see...",2,2024-03-27T10:25:26Z
@M_N_H_Hridoy,Did anyone spot the virtual monitor to hide something in the right monitor  at 3:02 ?,0,2024-03-27T09:24:02Z
@vjndr32,cannot use torrents on apple devices,0,2024-03-27T09:09:24Z
@fizzamea6683,What about the whole open source development ??,0,2024-03-27T08:14:07Z
@Bedavere,"I wouldnt say Apps are better on iphone would be my only tiff. You can get soooo many things on android when it comes to apps that iphone just doesnt have, being locked.",0,2024-03-27T07:31:19Z
@LedaLitman,"I noticed you didn't mention sideloading in your discussion about apps, and it's a pretty big deal for some folks. You know, the open source community often cooks up some fantastic apps that can sometimes outshine the originals. On Android, you've got the freedom to choose whether you want to install them or not, but on iOS, you're kind of stuck with what Apple gives you. For many Android users, third-party apps are a big deal, and I think it's worth mentioning because it can be a game-changer.",3,2024-03-27T06:40:18Z
@Ninjaplayer7999,"I dont know about stalk android, but Samsung's One UI has focus modes.",0,2024-03-27T01:23:05Z
@LordHollow,"Oh, there's an objective winner. Good of you to just make up categories for Apple to win. Twice as many apps, but Apple wins? K...",0,2024-03-26T20:41:17Z
@LordHollow,"Apple creates problems, they sells you the solution.",0,2024-03-26T20:38:30Z
@Tam-lv1mp,Apple users are holding this man at gunpoint fr,3,2024-03-26T12:03:02Z
@bipashachakraborty7632,And there is nothing about free music talk 😢,0,2024-03-26T10:14:26Z
@МаксимПазюк-э5в,"I used to like Android better when I enjoyed tinkering with stuff. Making custom ROMs, getting all this cool new features, compiling stuff on the phone itself. But growing up I get tired of having to tinker with a phone for it to work good.

Android market is fierce. There is a lot of competition going on there and it drives innovation. But honestly, you don’t need much from a smartphone. And all core features are there for both ecosystems. But iPhone is always more polished. It just works. Even in flagship devices on Android market you typically find some problems cause they rushed to market and didn’t polish software enough. In mid range phones and budget smartphones it is even worse.

And the support is good. Typically I changed phones in the span of two to three years. But with iPhone 12 I just don’t see a reason to upgrade. After three years of use I replaced a battery and I think I will use my current phone for two years more before feeling the need to upgrade",0,2024-03-26T10:11:15Z
@akbarmahardhika2982,"Love the closing statement, very cool 😎👍",0,2024-03-26T04:27:06Z
@JustinBrown1,Until they make a foldable iPhone. Android wins. Multitasking is a godsend.,0,2024-03-26T01:38:01Z
@zxc._nova,"""android"" is a lot of brands combined.its actually Apple vs the world.",0,2024-03-25T21:10:58Z
@fkhothatchi,"When I saw ""ecosystem"" I already knew which he's picking especially he lives in the US",0,2024-03-25T19:31:41Z
@nowandrew4442,"You are wrong about Ecosystem. Simply because: Everything that Samsung puts in theirs, will *also* still work with every other Android phone.",0,2024-03-25T04:27:18Z
@Joeythespacegod,"It's not which one is better than the other, it's about what is good for you.. both phones are amazing and that give so much.",1,2024-03-25T02:08:30Z
@NoTengoIlusiones,Android or iOS ? The Choice : Samsung .,2,2024-03-25T01:19:59Z
@Hero1117a,Can't wait to return to android,0,2024-03-24T18:19:42Z
@HobbyAlley-f4b,"Was wondering why the elephant in the room was not addressed. Apple’s batteries are literally designed to be flawed over time. As an Apple user since iP3, I’m deeply disappointed at where the company has positioned itself for the past decade.",0,2024-03-24T12:51:36Z
@warnado5007,"Android is a machine, Iphone is a toy.",0,2024-03-24T09:39:11Z
@narendrairengbam112,"I don't agree with the ease of use goes to iPhone. You literally have to go extra steps to get something done on iphones. Like going to settings or a particular settings, you have to find the settings app from the app menu then go to the particular settings. While on Android you can just long press on the particular settings icon on the drop down menu on your home scree. There's one very important ease of use that goes to Android. 

Another one is a consistent button or a gesture to go back or go to previous page. iPhone doesn't really have a consistent one that is in one position all the time. For every different approach there's different position for the back button or to go to previous page. Sometimes it's on top left or right, sometimes it's swiping from left or right side. No consistency whatsoever. 

Another thing is putting your phone on auto brightness is a long process of going t settings and going to accessibility and then set the auto brightness. While on Android, it's right there next to your brightness control bar from the drop menu. 

So these things are only a few of the complications iPhones have. Android is way way easier to use and simple. Apple just doesn't provide features and makes it look simple that way, by not providing the features at all makes it simple. I mean the logic is, if it isn't there you can't use it and you're not doing things this making it simple. Literally 'Not doing things is the simplicity of iphone'. 

What we want is to do things in a simpler ways, like on Android. Not doing anything at all doesn't make it simple, that's what iphones are doing. That's shitty.",2,2024-03-24T08:14:29Z
@KitLaughlin,"I'll continue to listen to anyone who uses the work ""rubric"" accurately!",1,2024-03-24T07:57:37Z
@Shivang955,Ios vs android?,0,2024-03-24T06:20:49Z
@josipherceg3324,But iPhone is still better,0,2024-03-24T05:05:07Z
@joelian9749,There are a lot of affordable mid range Android phones available.  Not a lot of people can afford to buy iPhone.,0,2024-03-24T04:22:18Z
@duncanucan,"Apple limits the ""Dynamic Island"" to new hardware. DynamicSpot launched an app with a software edition the next day which runs on every Android. 
Apple Widgets are great if you have Apple hardware. Want to replace the stupid Fitness rings with meaningful Garmin or Fitbit results ... nope. When I think of Apple I think of the Soup N@zi, ""No feature for you!""",0,2024-03-23T15:15:35Z
@EdwinTStanley,"For someone out of the US myself and in Africa, the ease of use 200% goes to Android and the eco system thing is completely useless.
I have an S21 Ultra that I also use as a Dex Computer once in a while.
7 devices when your phone is already all of those devices? 
Really?
Phone watch laptop is all one needs and the eco system doesn't really apply there.
Face time is also another lame feature because you can make calls with 300 applications.

And a back button. How did he miss a back button?
Strange!",0,2024-03-23T05:32:12Z
@SepantaJoystick-y9n,Man motorola dynatac 8000x is better of all of them 🗿🗿,0,2024-03-23T01:05:59Z
@neil774,Having a Samsung TV and Samsung phone for Screen casting blows apple out of the water.,0,2024-03-22T20:19:30Z
@mrizo2024,The best is Microsoft Windows10💀😂,1,2024-03-22T17:03:16Z
@tomasgiacobino5031,"Apple (1 company) VS Android (i dont know how many companies, but im sure many). In that case, it is easier to android win in ""Exciment"", but because u have many companies that make new devices.",0,2024-03-22T15:53:45Z
@jkell018,You forgot price 😂,0,2024-03-22T13:35:37Z
@00dfm00,I'd like to hear Marques' comments now that the US is suing Apple for its anti-competitive practices.,1,2024-03-21T19:23:19Z
@gorgono1,"I switched from Android to iPhone and then got into the whole Apple Eco-System.
Everything just works and it works very well together.
Best decision I've ever made.
(not saying Android is bad, but not something I need personally)",0,2024-03-21T14:17:29Z
@dnickdibari,life of model you purchase ? average android -two and half years . average iphone 5 Years or more.$$$$,0,2024-03-21T03:16:20Z
@prpeptv8463,who uses a samsung laptop? apple wins ecosystem just for the macbook alone,0,2024-03-20T21:02:24Z
@Drl36pm,I liked my own comment,1,2024-03-20T15:52:57Z
@shayaansonde,fistt,0,2024-03-20T15:01:41Z
@sidarthalongjam,"""in the US"" was the most important part",0,2024-03-20T11:09:08Z
@305calo,The last one threw me off when android is so open to connect and link everything together. apple puts a limit when android just keeps adding features,0,2024-03-20T05:44:00Z
@ARPANKUMAR007,Focous mode was first observed in android in 2019 in a realme phone 7 in Indie but i cant say that about the rest of the countries,0,2024-03-19T04:20:18Z
@linsdev,"I’m a mobile developer and yes I prefer to release iOS app first cuz I can do it quicker than on Android. Leaving out devices diversity, just compare the App Store and Google Play dev consoles. Along with iOS user experience, Apple keeps things simple in the development process as well.",0,2024-03-18T20:26:24Z
@MACTEP_CHOB,"They need each other. Just like LCD and OLED, look how they are blending together.",0,2024-03-18T17:54:29Z
@vegagahara3919,"Used 4 iPhones in 7 years (4, 5s, 6+,& 8+), switched to the Samsung Note9 in 6 years, now using the iPhone 13 for 2 weeks… I’ll give the Note9 another year…",0,2024-03-18T14:23:53Z
@DimitriSfaellos,"for some reason ""value for money"" which is the most important factor when you buy staff, is not a part of the comparison!!!",0,2024-03-18T14:21:26Z
@DimitriSfaellos,"So the author gives no actual answer, so this video had no reason to exist it was completely useless, exept of course to make people to watch until the end like idiots, so he can get a lot of cash for givong nothing!",0,2024-03-18T14:16:16Z
@nathanheaverlo9626,"I know this video is 6 months old as I’m posting this, but I figured I’d add my two cents. I will admit, I’ve been an iPhone/Apple user for a very long time. I have had Android phones in the past. Mainly Samsung, but there’s been others like HTC and Motorola. For me, it’s mainly about stability and updates. I use my phone for work on a daily basis, being a commercial tire tech. I need my phone to work all the time, without worrying about system stability or crashes. Also need a good camera system to take pictures of work I’m doing. I’m currently using an iPhone 14 Pro, and it does everything I need it to, and it does those tasks without issues. I’m not hating on android by any means, I do like the camera setups on the newest android phones, they capture way more details than my 14 Pro does, and that would be very useful. But I just haven’t had a good experience with android phones, and for my line of work, I need the phone in my pocket or in my hand to work 100% of the time. So far, iPhone/Apple has checked that box.",0,2024-03-18T07:41:47Z
@mellomojared,Lame,0,2024-03-18T01:38:44Z
@Latiosx123,"Yea, what about price? Apple can offer the sky for i care, there is not a single phone that is affordable that apple offers. Where in android within the 200-300 USD range, many offerings from android fits my use case.  I could buy a 200-300 phone every year for 3-4 years and still not cost more than an iphone",0,2024-03-17T18:58:09Z
@siloPIRATE,"IMO, Android looks good and clean, has a lot more hardware options, is feature packed and says go nuts with what you want to do

iOS, looks uglier in my opinion, should be more stable, but has too many bugs and is too restrictive. It does have a lot useful stuff in there though. Where is the cupboard history and transparent widgets though (and free placement of apps)",0,2024-03-17T16:07:55Z
@BigBladeFan,We need this done again since samsung/google are supporting much longer than apple when it comes to updates.,0,2024-03-17T08:44:56Z
@Tacticalpanic,"I used to look forward to ios updates , but honesty phones have gotten so mature now that its been a long time since i really cared. Updates used to be massive",0,2024-03-16T22:06:29Z
@RocZi,"i am not putting my pitchfork down. I got deal breakers, the pluses of iPhone is not relevant for me, so i will have to keep on Android",1,2024-03-16T20:03:28Z
@tonymeekins7237,I agree on the iPhone stuff but you said it best easiest to use 👍🏻,0,2024-03-16T19:54:25Z
@TGK.RantingGamer,"Dude next time instead of using ECO system as a actual metric which makes no sense because OBVIOUSLY ( I havent finished the video I already know apple will win), Use UNQIUE BENEFITS because Android has things apple can NEVER do for seom crazy reason  and vice versa, apple message?? Idk why it matters so much to people but theres one, apples eco system theres 2 um... nothing else? no one care about anything else past their cameras? everyone wants a iphone to message other iphone users PERIOD, everyone wants a andriod because they are most likely issolationists and wants to actually have fun with their phones customizting shit and tweaking it in ways apple makes it a nightmare to achieve, but all in all I think you could of seperated the catagories very differently here because some kinda suck from a deal breaking stand point point of view,

-Customization I agree with
-Unique Features would of been more specific, like  I mentioned before Imessage or intergrated ecosystem simplicity vrs something like.... samsungs back button is a deal breaker for most, its split screen view is huge for samsung users? and just trying to find the deal breaking differences and mesauring that metric.
-ease of use was actually really good because its a deal breaker to older people and people not so tech savy but apple is not as ""easy"" to use as some may think... depends on what oyu grew up on
-Support/Security is what I would of recommended, because samsung SUCKS at it massive failing trait IMO, updates can be bad for some because the new roll outs can ruin the phones for some people because of the app that stop working so its not really a good metric for Samsung users, apple Im  sure would win thats a bit bias....
-apps is a decent one problem is its not a contest samsung wins by a land slide due to the fact it broadens its functionality and affordability so much more? ibut its a deal breaker for me tbh...
- CAMERA should of been a metric and how it is intergrated with other apps, how easy to use it is and how much more easier it is to add to other apps once you take that photo, thats a huge one.
-Last but not least, BATTERY, Deal breaker for most should of been a metric, the Software of both as a metric is mostly preference  in all honesty but theres a better list of deal breaking metrics for most... at least me.",0,2024-03-16T14:52:55Z
@TGK.RantingGamer,"there is NO WAAAAAYYY I agree with The apps portion, sorry bro that makes no sense IMO thats its accessibility and affordability, because you get alot more FREE options with android then apple",0,2024-03-16T14:37:34Z
@philip5899,It’s aesthetic for me. The notch is a deal breaker. Period !,0,2024-03-16T13:56:47Z
@kazenokizu123,"I think android is extremely well made as an OS but security wise iphone is possibly the best 
I would say for a casual person it's android is probably better but for niche cases like photography along with ecosystem I believe nothing exists better than Iphone",0,2024-03-16T05:37:48Z
@nocose4999,The right to repair is was is scaring me update my iphone 11. It is crazy that is impossible it is to self-replace a component on the new iphones.,0,2024-03-16T00:10:17Z
@BattaCham,Apple added 50 new features with just 1 ios update. while android adds BuG FixeS and ImProvMentS,0,2024-03-15T18:07:07Z
@bernardquinon7347,"Iphone cannot multitask like having split  screens, android can do that",0,2024-03-15T15:44:38Z
@BragaLodo,price though,0,2024-03-15T14:21:12Z
@geography5637,"The thing is like you said ""in the u.s."" outaide of the us u will nevere see anyone use facetime or iMessage or homepod or apple tv and not to mention youre just sayong samsung ecosystem while with android its more expansive than to one brand you can use a pixel watch with a galaxy phone and maybe some nothing ear buds and so much more not to mention the fact there is so much more options from ultra hogh end to budget but still works. Ypu dont get that with apple",0,2024-03-15T10:42:54Z
@Dean-does-Stuff-81,"for me, the main issues with the apple. The storage costs. the battery.   For those 2 reasons, I am now done with Apple. Currently looking for my first (ever) android phone. But I am still looking at what to get...",0,2024-03-15T07:28:39Z
@tonyroslund,"""Put the pitchforks down"" lol",0,2024-03-15T05:18:58Z
@jopansmark,You still use imessage and FaceTime? Lol,0,2024-03-15T03:22:00Z
@hope_pead,no app ever has been able to force me to pay for it on android. I'll take the choice of spitting on youtube's face with youtube vanced over whatever midwit accessibility features iphone can come up with. simple as.,0,2024-03-15T02:59:41Z
@liltcisneros,Android will always be better imo. Lots of handy features and bang for your buck 👌,0,2024-03-15T01:17:57Z
@Not21MC,12:53 Bro just casually predicts what's coming on the new iPhone 15 💀,0,2024-03-14T19:36:11Z
@mayanksrivastava9313,Dude just made up the last criteria to let apple win 😂,0,2024-03-14T18:23:00Z
@Scudmaster11,I would disagree on ease of use... ios (by apple) is alot harder to use... ive used it before... extreamly bad... and the app store isn't better then play store,1,2024-03-14T16:29:40Z
@pctomobile9401,"Honor magicring. Best ecosystem goes to android. Winner Android including apk, free recovery(DIY) installing different os. android is very big. W android",0,2024-03-13T11:52:15Z
